更新时间,经度,维度,飞行距离,飞行高度(dm)
2020-07-10 20:31:19.653000,121.41270997085715,31.176705581060357,0,0.0
2020-07-10 20:31:19.750000,121.41270991227476,31.17670562778067,0,0.0
2020-07-10 20:31:19.852000,121.41270992615043,31.176705647701223,0,0.0025785835459828377
2020-07-10 20:31:19.956000,121.41270994141857,31.176705665179668,0,0.00500492425635457
2020-07-10 20:31:20.057000,121.41270999874992,31.1767056827089,0,0.010796995833516121
2020-07-10 20:31:20.160000,121.41271003152663,31.176705713323646,0,0.01541348546743393
2020-07-10 20:31:20.261000,121.41271009258789,31.176705723055125,0,0.02132250741124153
2020-07-10 20:31:20.364000,121.41271012688783,31.176705734474233,0,0.0248239878565073
2020-07-10 20:31:20.466000,121.41271020485124,31.176705750696335,0,0.032457273453474045
2020-07-10 20:31:20.569000,121.4127102651058,31.17670577961017,0,0.03902968391776085
2020-07-10 20:31:20.673000,121.412710338129,31.17670581712484,0,0.04713296517729759
2020-07-10 20:31:20.775000,121.41271038384703,31.176705861463095,0,0.05370747298002243
2020-07-10 20:31:20.877000,121.41271039951192,31.17670588416228,0,0.05663863569498062
2020-07-10 20:31:20.979000,121.41271039741355,31.17670590237139,0,0.05867321416735649
2020-07-10 20:31:21.082000,121.41271039117476,31.17670590153895,0,0.05927392095327377
2020-07-10 20:31:21.183000,121.41271038865582,31.176705904776956,0,0.0597064271569252
2020-07-10 20:31:21.285000,121.41271038349595,31.176705916425725,0,0.06109160929918289
2020-07-10 20:31:21.388000,121.41271038125862,31.176705939483476,0,0.06366433203220367
2020-07-10 20:31:21.491000,121.41271037697553,31.176705975053935,0,0.067640520632267
2020-07-10 20:31:21.595000,121.4127103754235,31.176706013346184,0,0.07190098613500595
2020-07-10 20:31:21.697000,121.4127103724934,31.176706064209714,0,0.07756362110376358
2020-07-10 20:31:21.801000,121.41271037196145,31.176706112409114,0,0.08292338997125626
2020-07-10 20:31:21.904000,121.41271039651988,31.176706171957036,0,0.08994492888450623
2020-07-10 20:31:22.007000,121.41271042750923,31.176706225883773,0,0.09662687033414841
2020-07-10 20:31:22.109000,121.41271045719938,31.176706288591998,0,0.10415008664131165
2020-07-10 20:31:22.211000,121.41271047692774,31.176706344235317,0,0.11061574518680573
2020-07-10 20:31:22.314000,121.41271059291347,31.17670640615802,0,0.12362217903137207
2020-07-10 20:31:22.417000,121.41271072255458,31.176706462687825,0,0.13746510446071625
2020-07-10 20:31:22.519000,121.41271092244995,31.176706524581316,0,0.15768928825855255
2020-07-10 20:31:22.622000,121.4127110927415,31.17670658164963,0,0.1750885248184204
2020-07-10 20:31:22.726000,121.41271130176695,31.176706625745346,0,0.19556985795497894
2020-07-10 20:31:22.833000,121.41271148680408,31.176706672960044,0,0.21393966674804688
2020-07-10 20:31:22.935000,121.41271172652475,31.176706749906465,0,0.23829779028892517
2020-07-10 20:31:23.037000,121.41271196927565,31.17670685451028,0,0.2641557455062866
2020-07-10 20:31:23.141000,121.412712212443,31.176706912538254,0,0.2881726026535034
2020-07-10 20:31:23.242000,121.41271239873961,31.17670695450366,1,0.30650004744529724
2020-07-10 20:31:23.346000,121.41271257744002,31.176706951250846,2,0.32350465655326843
2020-07-10 20:31:23.449000,121.4127127200866,31.176706978500615,3,0.3374095857143402
2020-07-10 20:31:23.552000,121.41271271497148,31.176707143683867,5,0.3557835817337036
2020-07-10 20:31:23.654000,121.41271271497148,31.176707143683867,5,0.3557835817337036
2020-07-10 20:31:23.758000,121.41271264298716,31.17670735506526,6,0.3802654445171356
2020-07-10 20:31:23.861000,121.4127124084295,31.176707815741484,12,0.43617305159568787
2020-07-10 20:31:23.964000,121.4127122472702,31.17670788638359,15,0.4534001052379608
2020-07-10 20:31:24.067000,121.41271203587823,31.176707735652368,22,0.48292189836502075
2020-07-10 20:31:24.170000,121.41271201353302,31.176707559598643,26,0.5026132464408875
2020-07-10 20:31:24.273000,121.41271164415525,31.176707384635364,30,0.5427802205085754
2020-07-10 20:31:24.375000,121.41271124269362,31.176707250153978,34,0.5837965607643127
2020-07-10 20:31:24.477000,121.41271080606839,31.17670720271598,38,0.6256687045097351
2020-07-10 20:31:24.580000,121.41271055594753,31.176707185905148,42,0.6495373845100403
2020-07-10 20:31:24.685000,121.41271026201677,31.17670726322672,46,0.6787925958633423
2020-07-10 20:31:24.787000,121.4127101225146,31.17670729087424,51,0.6924156546592712
2020-07-10 20:31:24.891000,121.41271018228042,31.17670730776833,54,0.6984037756919861
2020-07-10 20:31:24.993000,121.41271067010273,31.1767071968776,58,0.7464231252670288
2020-07-10 20:31:25.097000,121.41271185300079,31.176706904456083,62,0.8635621666908264
2020-07-10 20:31:25.199000,121.41271185300079,31.176706904456083,62,0.8635621666908264
2020-07-10 20:31:25.302000,121.41271350159782,31.176706462221073,66,1.0279306173324585
2020-07-10 20:31:25.405000,121.4127156666037,31.176705927298592,70,1.2423162460327148
2020-07-10 20:31:25.508000,121.4127211002042,31.17670481165334,78,1.774275779724121
2020-07-10 20:31:25.611000,121.4127211002042,31.17670481165334,78,1.774275779724121
