时间,经度,维度
2020-07-10 12:36:31,121.4154956,31.1761472
2020-07-10 12:36:31,121.4154956,31.1761472
2020-07-10 12:36:31,121.4154594,31.1761563
2020-07-10 12:36:32,121.4154232,31.1761652
2020-07-10 12:36:32,121.415387,31.176174
2020-07-10 12:36:32,121.4153508,31.1761826
2020-07-10 12:36:32,121.4153147,31.1761911
2020-07-10 12:36:32,121.4152786,31.1761995
2020-07-10 12:36:33,121.4152425,31.1762079
2020-07-10 12:36:33,121.4152066,31.1762163
2020-07-10 12:36:33,121.4151708,31.1762246
2020-07-10 12:36:33,121.415135,31.176233
2020-07-10 12:36:33,121.4150995,31.1762414
2020-07-10 12:36:34,121.4150641,31.1762498
2020-07-10 12:36:34,121.4150288,31.1762583
2020-07-10 12:36:34,121.4149935,31.1762668
2020-07-10 12:36:34,121.4149583,31.1762754
2020-07-10 12:36:35,121.4148879,31.1762928
2020-07-10 12:36:35,121.4148527,31.1763016
2020-07-10 12:36:35,121.4148175,31.1763105
2020-07-10 12:36:35,121.4147822,31.1763195
2020-07-10 12:36:35,121.414747,31.1763286
2020-07-10 12:36:36,121.4147118,31.1763378
2020-07-10 12:36:36,121.4146766,31.176347
2020-07-10 12:36:36,121.4146414,31.1763562
2020-07-10 12:36:36,121.4146062,31.1763655
2020-07-10 12:36:36,121.414571,31.1763749
2020-07-10 12:36:37,121.4145359,31.1763843
2020-07-10 12:36:37,121.4145006,31.1763938
2020-07-10 12:36:37,121.4144653,31.1764032
2020-07-10 12:36:37,121.41443,31.1764126
2020-07-10 12:36:37,121.4143946,31.176422
2020-07-10 12:36:38,121.4143592,31.1764313
2020-07-10 12:36:38,121.4143238,31.1764404
2020-07-10 12:36:38,121.4142883,31.1764493
2020-07-10 12:36:38,121.4142528,31.1764578
2020-07-10 12:36:38,121.414217,31.1764658
2020-07-10 12:36:39,121.4141813,31.1764734
2020-07-10 12:36:39,121.4141455,31.1764807
2020-07-10 12:36:39,121.4141097,31.1764875
2020-07-10 12:36:39,121.4140738,31.1764941
2020-07-10 12:36:39,121.414038,31.1765004
2020-07-10 12:36:40,121.4140024,31.1765066
2020-07-10 12:36:40,121.413967,31.1765126
2020-07-10 12:36:40,121.4139322,31.1765186
2020-07-10 12:36:40,121.4138982,31.1765244
2020-07-10 12:36:40,121.4138654,31.1765299
2020-07-10 12:36:41,121.4138342,31.1765352
2020-07-10 12:36:41,121.4138047,31.1765402
2020-07-10 12:36:41,121.413777,31.1765448
2020-07-10 12:36:41,121.4137268,31.1765536
2020-07-10 12:36:42,121.413704,31.1765575
2020-07-10 12:36:42,121.4136825,31.1765613
2020-07-10 12:36:42,121.4136625,31.1765649
2020-07-10 12:36:42,121.4136438,31.1765682
2020-07-10 12:36:42,121.4136264,31.1765714
2020-07-10 12:36:43,121.4136103,31.1765743
2020-07-10 12:36:43,121.4135955,31.1765771
2020-07-10 12:36:43,121.4135818,31.1765796
2020-07-10 12:36:43,121.4135701,31.1765818
2020-07-10 12:36:43,121.4135605,31.1765834
2020-07-10 12:36:44,121.4135525,31.1765848
2020-07-10 12:36:44,121.4135458,31.176586
2020-07-10 12:36:44,121.4135393,31.176587
2020-07-10 12:36:44,121.413525,31.1765884
2020-07-10 12:36:45,121.4135159,31.1765896
2020-07-10 12:36:45,121.4135051,31.1765919
2020-07-10 12:36:45,121.4134924,31.1765941
2020-07-10 12:36:45,121.4134783,31.1765967
2020-07-10 12:36:45,121.4134624,31.1765992
2020-07-10 12:36:46,121.413445,31.1766017
2020-07-10 12:36:46,121.4134265,31.176604
2020-07-10 12:36:46,121.413407,31.176606
2020-07-10 12:36:46,121.4133868,31.1766077
2020-07-10 12:36:46,121.4133665,31.1766091
2020-07-10 12:36:46,121.4133665,31.1766091
2020-07-10 12:36:47,121.4133462,31.1766104
2020-07-10 12:36:47,121.4133256,31.1766114
2020-07-10 12:36:47,121.4133048,31.1766123
2020-07-10 12:36:47,121.4132838,31.176613
2020-07-10 12:36:47,121.4132623,31.1766135
2020-07-10 12:36:48,121.4132407,31.1766138
2020-07-10 12:36:48,121.4132186,31.176614
2020-07-10 12:36:48,121.4131963,31.176614
2020-07-10 12:36:48,121.4131737,31.176614
2020-07-10 12:36:48,121.4131508,31.1766138
2020-07-10 12:36:49,121.4131281,31.1766134
2020-07-10 12:36:49,121.4131054,31.1766131
2020-07-10 12:36:49,121.4130838,31.176613
2020-07-10 12:36:49,121.4130645,31.176613
2020-07-10 12:36:49,121.4130484,31.1766132
2020-07-10 12:36:50,121.413035,31.1766137
2020-07-10 12:36:50,121.413025,31.1766138
2020-07-10 12:36:50,121.4130182,31.1766139
2020-07-10 12:36:50,121.4130143,31.1766139
2020-07-10 12:36:50,121.4130121,31.1766141
2020-07-10 12:36:51,121.4130104,31.1766143
2020-07-10 12:36:51,121.413009,31.1766145
2020-07-10 12:36:51,121.4130081,31.1766146
2020-07-10 12:36:51,121.4130066,31.1766147
2020-07-10 12:36:51,121.4130038,31.1766154
2020-07-10 12:36:52,121.4129997,31.1766164
2020-07-10 12:36:52,121.4129945,31.1766179
2020-07-10 12:36:52,121.4129883,31.1766197
2020-07-10 12:36:52,121.4129812,31.1766217
2020-07-10 12:36:52,121.4129735,31.176624
2020-07-10 12:36:53,121.4129648,31.1766267
2020-07-10 12:36:53,121.4129555,31.1766297
2020-07-10 12:36:53,121.4129457,31.1766328
2020-07-10 12:36:53,121.412936,31.1766359
2020-07-10 12:36:53,121.4129263,31.176639
2020-07-10 12:36:54,121.4129172,31.176642
2020-07-10 12:36:54,121.4129082,31.1766447
2020-07-10 12:36:54,121.4128996,31.1766472
2020-07-10 12:36:54,121.4128912,31.1766496
2020-07-10 12:36:54,121.4128831,31.1766519
2020-07-10 12:36:55,121.4128754,31.1766539
2020-07-10 12:36:55,121.4128682,31.1766559
2020-07-10 12:36:55,121.412861,31.1766579
2020-07-10 12:36:55,121.4128536,31.17666
2020-07-10 12:36:55,121.412846,31.1766621
2020-07-10 12:36:56,121.4128378,31.1766646
2020-07-10 12:36:56,121.4128291,31.1766672
2020-07-10 12:36:56,121.4128202,31.1766701
2020-07-10 12:36:56,121.4128111,31.1766726
2020-07-10 12:36:56,121.412803,31.1766753
2020-07-10 12:36:57,121.412796,31.1766775
2020-07-10 12:36:57,121.41279,31.1766793
2020-07-10 12:36:57,121.4127849,31.1766808
2020-07-10 12:36:57,121.4127802,31.1766823
2020-07-10 12:36:57,121.4127752,31.1766839
2020-07-10 12:36:58,121.4127698,31.1766859
2020-07-10 12:36:58,121.4127639,31.176688
2020-07-10 12:36:58,121.412758,31.1766901
2020-07-10 12:36:58,121.4127519,31.1766923
2020-07-10 12:36:58,121.4127457,31.1766945
2020-07-10 12:36:59,121.4127392,31.176697
2020-07-10 12:36:59,121.4127322,31.1766993
2020-07-10 12:36:59,121.4127248,31.176702
2020-07-10 12:36:59,121.4127172,31.1767047
2020-07-10 12:36:59,121.4127098,31.176707
2020-07-10 12:37:00,121.4127028,31.1767093
2020-07-10 12:37:00,121.4126965,31.1767115
2020-07-10 12:37:00,121.4126911,31.1767131
2020-07-10 12:37:00,121.4126867,31.1767145
2020-07-10 12:37:00,121.4126833,31.1767155
2020-07-10 12:37:01,121.4126808,31.1767163
2020-07-10 12:37:01,121.4126796,31.1767169
2020-07-10 12:37:01,121.4126787,31.1767172
2020-07-10 12:37:01,121.4126784,31.1767175
2020-07-10 12:37:02,121.4126784,31.1767178
2020-07-10 12:37:02,121.4126783,31.1767179
2020-07-10 12:37:02,121.4126779,31.1767181
2020-07-10 12:37:02,121.4126777,31.1767184
2020-07-10 12:37:02,121.4126775,31.1767186
2020-07-10 12:37:02,121.4126776,31.1767187
2020-07-10 12:37:03,121.4126777,31.1767186
2020-07-10 12:37:03,121.4126778,31.1767184
2020-07-10 12:37:03,121.4126782,31.1767183
2020-07-10 12:37:03,121.4126785,31.1767181
2020-07-10 12:37:03,121.4126787,31.1767178
2020-07-10 12:37:04,121.4126787,31.1767176
2020-07-10 12:37:04,121.4126787,31.1767178
2020-07-10 12:37:04,121.4126788,31.1767181
2020-07-10 12:37:04,121.4126793,31.1767183
2020-07-10 12:37:05,121.4126794,31.1767186
2020-07-10 12:37:05,121.4126795,31.1767185
2020-07-10 12:37:05,121.4126793,31.1767186
2020-07-10 12:37:05,121.4126791,31.1767186
2020-07-10 12:37:05,121.4126791,31.1767188
2020-07-10 12:37:06,121.4126794,31.1767191
2020-07-10 12:37:06,121.4126793,31.1767189
2020-07-10 12:37:06,121.4126794,31.176719
2020-07-10 12:37:06,121.4126797,31.1767188
2020-07-10 12:37:06,121.4126799,31.1767188
2020-07-10 12:37:07,121.4126802,31.1767186
2020-07-10 12:37:07,121.4126807,31.1767185
2020-07-10 12:37:07,121.4126808,31.1767184
2020-07-10 12:37:07,121.4126809,31.1767185
2020-07-10 12:37:08,121.4126811,31.176719
2020-07-10 12:37:08,121.412681,31.1767192
2020-07-10 12:37:08,121.4126811,31.1767193
2020-07-10 12:37:08,121.4126808,31.1767195
2020-07-10 12:37:08,121.4126806,31.1767194
2020-07-10 12:37:09,121.4126804,31.1767195
2020-07-10 12:37:09,121.4126811,31.1767194
2020-07-10 12:37:09,121.4126813,31.1767194
2020-07-10 12:37:09,121.4126813,31.1767194
2020-07-10 12:37:10,121.4126814,31.1767194
2020-07-10 12:37:10,121.4126811,31.1767193
2020-07-10 12:37:10,121.4126809,31.1767193
2020-07-10 12:37:10,121.4126809,31.1767193
2020-07-10 12:37:11,121.4126814,31.1767188
2020-07-10 12:37:11,121.4126817,31.1767189
2020-07-10 12:37:11,121.4126818,31.1767187
2020-07-10 12:37:11,121.4126819,31.1767186
2020-07-10 12:37:11,121.4126818,31.1767183
2020-07-10 12:37:12,121.4126822,31.1767181
2020-07-10 12:37:12,121.4126823,31.1767179
2020-07-10 12:37:12,121.4126826,31.1767177
2020-07-10 12:37:12,121.4126827,31.1767175
2020-07-10 12:37:12,121.4126831,31.1767178
2020-07-10 12:37:13,121.4126835,31.1767176
2020-07-10 12:37:13,121.4126844,31.1767173
2020-07-10 12:37:13,121.4126851,31.1767171
2020-07-10 12:37:13,121.4126855,31.1767168
2020-07-10 12:37:14,121.4126857,31.1767166
2020-07-10 12:37:14,121.4126859,31.1767166
2020-07-10 12:37:14,121.4126859,31.1767166
2020-07-10 12:37:14,121.4126859,31.1767163
2020-07-10 12:37:15,121.4126859,31.176716
2020-07-10 12:37:15,121.4126859,31.176716
2020-07-10 12:37:15,121.4126857,31.1767157
2020-07-10 12:37:15,121.4126855,31.1767155
2020-07-10 12:37:15,121.4126853,31.1767154
2020-07-10 12:37:16,121.4126852,31.1767153
2020-07-10 12:37:16,121.4126849,31.1767151
2020-07-10 12:37:16,121.4126848,31.176715
2020-07-10 12:37:16,121.4126847,31.1767149
2020-07-10 12:37:16,121.4126847,31.1767148
2020-07-10 12:37:17,121.4126847,31.1767147
2020-07-10 12:37:17,121.4126847,31.1767147
2020-07-10 12:37:17,121.4126848,31.1767146
2020-07-10 12:37:17,121.4126847,31.1767145
2020-07-10 12:37:18,121.4126847,31.1767145
2020-07-10 12:37:18,121.4126863,31.1767166
2020-07-10 12:37:18,121.4126858,31.1767181
2020-07-10 12:37:18,121.4126859,31.1767195
2020-07-10 12:37:19,121.4126857,31.1767204
2020-07-10 12:37:19,121.412684,31.176721
2020-07-10 12:37:19,121.4126824,31.1767235
2020-07-10 12:37:19,121.412681,31.1767257
2020-07-10 12:37:19,121.4126802,31.176726
2020-07-10 12:37:20,121.4126802,31.17673
2020-07-10 12:37:20,121.4126832,31.1767304
2020-07-10 12:37:20,121.4126822,31.1767316
2020-07-10 12:37:21,121.4126809,31.1767327
2020-07-10 12:37:21,121.4126775,31.176737
2020-07-10 12:37:21,121.4126709,31.1767394
2020-07-10 12:37:21,121.412671,31.1767422
